star,promotion,welfare,worklife,culture,ceo,merit,disadvantage
3,3,3,3,4,3,"40% 포인트가 있는것과, 님문화는 타 기업에 비해서 확실히 좋을 수 있습니다.","조직이 불안정하고 수직적인 문화에 대한 불만, 외부와의 교류가 적은 것들이 있을 수 있습니다."
4,3,4,3,3,3,영화 올리브영 빕스 씨제이 계열 다 할인 받을수 있어서 좋음,사업이 많고 할일이 많음 군대식 문화 완전히 없어지지않음 근데 어딜가나 비슷하긴할듯
4,5,5,4,5,4,여러 분야의 업무를 맡아볼 수 있고 개인능력을 키울 수 있다.,"경력직이 많아서 경력직 위주로 업무가 진행되고 서로간에 경쟁이 많습니다.
업무가 매우 바쁘게 돌아갑니다.
성과가 중요합니다."
5,3,4,5,5,5,생활이 밀접한 복리후생이 너무 좋음. 체계적으로 회사와 본인이 발전할 수 있음,단점이 딱히 없으나. 제일제당의 경우 복장이 다른계열사처럼 자유롭지 못한점이 유일한 단점 같습니다.
1,1,1,1,1,1,장점은 복지 말곤 없음 수평적문화는 겉이사 보이는거지 안에선 안그럼,군대문화 이건 최악임 식품쪽은 모두 다 군대문화임 잘생각흐세여ㅔ
1,1,1,1,1,1,여성들이 다니기는 나쁘지 않음. 편한보직일 경우 아무것도 하는것이 없는 꿀을 찾을수도,"워라밸 없음 , 식품기업이다보니 연봉이나 개인성장 가능성이 거의 전무, 글로벌은 한다고 매번하지만 그냥 역량 수준은 딱 국내 B2C 그 이상 그이하도 아님"
3,3,3,1,3,3,유연한 조직문화 구축에 힘을 쏟음. 매년 신장을 하기에 수익이 발생하며 미래 가치가 있음.,"일이 많고 문서작업 많음. 퇴근시간이 많이 앞당겨 졌으나 아직 늦는 곳은 많이 늦음. 과장~부장이 많고 상대적으로 사원, 대리급이 적어 실무로 일할 사람이 많지 않음."
3,3,3,3,3,3,미래가 탄탄하고 네임벨류가 좋아서 어디가서 여기 다닌다고 하면 사람들이 좋아 합니다.,복지는 좋은것 같지만 결국 돈을 써야되는 복지..대기업인데 돈은 중소기업정도 입니다. 그리고 노조가 없어서 현장직이 힘이 없습니다.
3,3,3,3,3,3,사업기반이 안정적이고 사원들의 교육에 투자를 많이 함.,아직까지 군대문화가 존재하고 연봉 책정이 체계적이지 않음.
1,1,3,3,2,1,연차는 비교적 자유로우나 내가빠지면 내가 해야할일을 다른사람이 메꿔야해서 메꿀사람 구해놓고 가야하고 다음에 그사람이 갈때 내가대신 일을 해줘야함. 연차쓰고 다른기업 면접보러 가기편함. 눈치보지않고 갈수있음. 밥이맛있음. 일적인스트레스없음,군대적인 조직문화로 꼰대들이 많음 별것도 아닌걸로 트집잡고 30대들이 특히 심함. 하청직원들을 무시함. 복지포인트25만원도 마저 현금으로 전환해줬으면 좋겠음 연봉이 다른 대기업에 비해 너무짬. 승진이 밀려있음 생산직이 성과제로 인센을 주면 대체 뭘로 평가하는거임 하는일이 똑같은데.
2,3,2,1,1,1,"네임밸류가 있습니다.
사원증 멋집니다.
연수기간이 길고 동기애가 있습니다.","강한 업무강도
낮은 급여
직원 퇴사율이 높지만 신경쓰지 않음
쓸모없는 취합업무 과다"
4,3,4,4,4,4,"주 40시간 근무 시행으로, 칼퇴근을 하는 것을 원칙으로 함. 부서장 및 HR부서에서 철저히 감시하며, PC OFF제 시행 중
일의 효율을 위해 여러 유관 부서에서 노력하고 있음.
CJ계열사 30% 할인 제도, 올리브영 할인행사 중 계열사 직원은 플러스 할인 가능. CJ E&M이 후원하는 영화의 티켓이 제공되기도 함.","부서바이부서로 부서별 성격이 너무 달라, 어떤 부서에 배치되느냐에 따라 회사에 대해 느끼는 모습이 달라짐
향후 10년 인생 계획에 회사가 없는 사람들이 많아보임. 거쳐가는 느낌?"
4,3,4,4,4,4,"주40시간 근무 시행으로, 칼퇴근을 하는 것을 원칙으로 함. 부서장 및 HR부서에서 철저히 감시하며, PC OFF제 시행 중.
새로운 부서가 신설되는 등 일의 효율을 위해 여러 유관부서에서 노력하고 있음.
CJ계열사 할인제도, 올리브영의 경우 할인행사 진행한다면, 할인행사 금액에서 더 할인해주며, CJ E&M이 후원하는 영화의 경우 티켓 제공되는 경우 있음.","부서바이부서로 부서별 성격이 너무 달라, 어떤 부서에 배치되느냐에 따라 회사에 대해 느끼는 모습이 달라짐.
향후 10년 인생 계획에 회사가 없는 사람들도 많아 보임."
3,3,4,3,4,3,트렌드에 민감하게 반응하고 사내문화를 개선하려는 의지가 돋보임,단순 보고를 위한 문서가 많고 비효율적인 업무관행이 많이 존재함
3,3,3,3,3,3,"밥 잘나옴, 연차 사용가능, 4조 3교대로 바뀜, 노조가 없으나 지속적으로 근로자와 대화를 통해 개선해가려는 의지가 강함","대졸자들과 고초졸자의 갭이 크다. 연봉면에서 확연히 들어나는 수준
근로자 여건을 개선해주려고 노력하나 실질적인 개선 방향은 보이지 않고 제자리 걸음 수준"
3,4,3,2,4,3,"다양한 기회의 제공, 많은 업무를 다뤄보고 배워볼 수 있음","의미없는 페이퍼워크, 주7일근무같은 5일근무, 실적압박"
3,3,3,3,4,4,서로의 호칭을 ~님으로 통일. 사석에선 모르겠으나 회사에서는 나이를 막론하고 ~님으로 부름. 연차사용에 대해 별 터치 없음.,"잦은 출장, 때에 따라 야근. 식당이 갑자기 식권을 구입해야하는 시스템으로 바뀌어서 식대가 갑자기 나가게 됬음.
새로 지은 사옥에서 옮긴지 얼마안됫을 때 먼지가 너무 많았었음."
3,3,2,1,3,3,"퇴근 후에는 자부심을 느낄 수 있음(명색이 대기업), 생활복지 하나는 좋음 기업 문화가 좋은편","장점 중 생활복지가 결국은 돈을 써야 받을 수 있는복지
단점은 수만가지.."
3,3,3,2,2,2,"새로운 제도를 끊임없이 도입하고
도전적인 문화 이며
뛰어난 능력을 지닌 인재들이 많이 입사함
사업영역이 안정적이며 독보적인 위치를 차지함","목표가 너무 높아 사람을 지치게 한다
너무 잦은 조직 이동 및 인사 이동이 있다
오래다니기 힘든 회사
생각보다 높지 않은 연봉
너무 많은 일을 요구함"
3,2,3,1,1,2,CJ그룹 임직원 40%할인이 꽤나 강력한 복지. 임직원을 위해서 이것 저것 많이 시도한다.,"주 52시간 근무이긴 하지만, 사실상 주6일 근무. 복지를 누릴 시간이 없다."
3,3,4,3,3,3,일하면서 큰 문제만 일으키지 않는다면 먹고살기 무난하다고 생각되는 직장,생산직을 기준으로 다른직종으로 이직할 시 경력이 그다지 큰 도움이 안됨
3,3,3,3,3,4,씨제일 계열사 임직원 할인정도.. 다른 장점은 잘 모르겠다.,"글로벌기업에 도약하려면 직원들 교육과 실습부터 해야할 듯.
영업/마케팅이 유통의 과정도 제대로 모르며 허구헌날 실적만 보고 있다."
4,3,4,4,4,3,"연차를 자유롭게 사용할 수 있고, 최근 주 52시간 관리가 들어가면서 워라벨도 지켜짐. 근무환경이 좋고, 복지가 좋음.",승진에 대한 경쟁이 있긴하지만 이건 타회사도 같은 상황일꺼라 생각됨.
2,3,2,1,2,2,개인이 차를 타고 이동하며 마트 영업 및 배송을 하기 때문에 비교적 자유로울 수 있습니다,영업과 배송 모두를 도맡아 해야하므로 스트레스와 육체적 고통을 동시에 받을 수 있으며 개인사장님 밑에서 일하는 것이라 cj제일제당 명함은 나오지만 직접적인 소속은 아닙니다
3,3,2,1,4,3,"사회적으로 좋은 이미지
계열사등 생활편의 시설 임직원 할인 복지","업무강도가 높음
일에 대한 시간적 물질적 투자를 많이 해야함"
1,3,1,2,1,3,"계열사 40%할인 이라는 파격적인 복지만큼은 대기업
각 대기업들에비해 유일하게 복지는최고","보수적이고 아직 요즘 세대가 말하는 꼰대
정치질을 잘하는 아재들이 계심
급여,사람,일강도 무엇하나 잡을수없음"
3,1,2,2,3,3,"소고한 복지가 좋음 40프로 할인
님 문화 , 다양한 겨육","겉으로 보는가와 달리 연차 사용이 어렵고
특히 지방 사업장 근무자에 대한 배려 부족"
3,3,3,3,3,3,지역이나 부서마다 다를지도 모르겠는데 윗사람때문에 스트레스 받는일은 없었습니다. 자기할일만 잘하면 됨.,강도가 너무 빡셉니다. 명절 전후로 넘처나는 물량때문에 눈코뜰새없이 바쁨...사람을 아무리 많이뽑아도 부족함
4,3,5,4,4,4,"팀원들의 나이차이가 많이 났음에도 불구하고, 꼰대 문화가 없고, 수평적인 조직 문화가 있다. 비교적 칼퇴가 가능한 분위기라 워라벨이 좋다.",형식적인 페이퍼 워크가 많아서 업무 효율성이 떨어진다. 보고를 위한 자료 수집에 시간을 많이 사용한다. 워크 클렌징이 필요한 것 같다.
3,3,3,3,3,3,아르바이트생이었는데도 잘 대해준 몇 분이 계셨음. 제휴업체에서 할인을 받아서 카페에서 음료를 사먹을 수 있다는 점. 시설이 좋음.,수직적인 사무실 분위기. 직원들끼리 안 친하고 사기가 떨어진 게 느껴졌음.
4,4,5,3,4,4,글로벌 전략으로 세계 곳곳에 성공적으로 확장하고 있어 지속적으로 성장가능성이 있음,"내부 경쟁이 심하고, 개인에 부여되는 책임과 의무에 부담이 있음"
2,2,4,2,2,2,"익숙한 씨제이 미디어노출로 인함
국내 식품 1위라는 점?","업무강도는 외유내강 굉장히 강도높음
겉과 속이다름으래 주의할것"
2,2,2,4,3,2,복지가 일단 좋고 사람들도 다 좋다.. 돈도 꼬박꼬박 잘들어옵니당. 체계적으로 되어있다.,돈을 너무 작게 주는거 아닙니까.. 좀 인심좀 쓰셨으면 하네요 진짜 일할맛이 안납니다.
2,2,3,1,3,1,"내가있던 팀은 연월차 눈치안보고 사용해서 좋았음
팀마다 분위기도 달랐지만 대체적으로 좋은사람들이 많음","겉과 속이 다른회사..밖에서 보는거랑 실 근무랑 진짜 와서 일해보면 상상과 다름.
복지혜택과 근무환경만 보고 씨제이를 선택하는 사람들이 안타깝다
시스템이 훅훅 바뀌어서 팀개편, 부서 편성 등이 자주 바뀜...
일이 너무 많다"
2,3,2,2,4,3,수평근무 워라벨을 하려고 노력하지만 일은 줄지않아 더어렵다,문서업무 많음 의사결정 과정이 길다. 급작스러운 업무가 많다
1,2,1,1,3,1,어디가도 알아주는 이름값/복지는 상당히 좋은편/연차사용이 비교적 자유로운편/굉장히 깨끗한 공장청결,"최악의 연봉(내부 프로세스 기준에선 식품업계 탑인데 이상하게 통장에 들어오는 월급은 편돌이수준)
업무의 발전이 없음(1년차,20년차,30년차 일하는것은 똑같음)
체계적이지못한 생산스케쥴(토요일 생산스케쥴이 목,금에 나오기 때문에 여행가려면 미리 얘기해야함, 아니면 급출근해야됨)"
2,3,1,1,1,1,"복지 혜택이 그나마 쓸만함
그나마 집가까우면 다닐만함
계열사가 많아서 그냥 친숙함","현장직원들은 워라밸따위 느낄수도없음
업무강도 헬인데 반해
연봉수준이 상당히 중소기업급임
미친듯이 수직적인 관계
사무직이 까라면 현장은 까야됨"
3,3,2,4,3,3,워라밸 실현 가능. 재무쪽은 사람들이 대체적으로 유순한 편,매니저 재량이 크기 때문에 평가가 공정하지 않을 수 있다.
2,3,4,3,4,1,"cj다보니 복지는 괜찮은수준 빕스, 올리브영, cgv할인이 생활에 큰 도움이됨 명절에 cj 직원특가로 명절선물나오는것도 꽤 좋음","일단 급여는 통상임금+ot고 주52시간으로 ot를 많이할 수 없어 돈이 짜던게 건조까지 되는거같음 돈이 짜긴 너무짬
일 강도도 꽤 높고 현재 있는 직군은 그냥 잡부처럼 느껴짐"
2,2,3,5,2,2,복지는 왠만한 대기업 꿀리지 않습니다. 진짜로 거의 탑급으로 좋아요 특별히 여자한테 어필이 많이 되는 회사임에는 틀림 없습니다.,단점은 너무 많아서 최소 30자 가지고는 힘든데 아무튼 복지 빼고 다 별로에요 월급이 진짜 너무 너무 짜요 와 이럴 수가 할 정도로 초봉이 짭니다. 그래서 퇴사 하시는 분들 엄청 많아요
3,3,3,2,3,3,"서울에서 근무하는 점과 기업이미지가 좋다는 점
연봉은 평균정도","영업이다보니 사람과의 관계에서 매우 힘듬
cj제품 많이 먹음"
1,1,1,1,1,1,대기업이라는 간판을 달고 그냥 버티는 회사. 복지는 좋음,"군대문화가 너무 심하고 업무강도가 너무 빡셈
대기업이라고 왔다가 낮은연봉에 큰코다침"
3,3,2,3,3,3,자유로운 복장. 괜찮은 복지. 경기를 크게 타지 않는 안정적인 사업군,잡일이 너무 많음. 전문성을 기를수 있는지 회의감이 들고 연봉이 낮아서 대기업이지만 박탈감 큼
2,2,3,1,1,2,대기업타이틀 최저임금보다많은금액 40%계열사할인복지말고는딱히,인원을 최소화하여일을하며 대기업이라는타이틀을제외하면 실망하기앞섬
2,2,3,2,1,2,"임직원 40% 할인 복지 (특히 여성이면 더 많음), general 한 교육의 기회가 많고, 차부장급이 되면 해외출장(을 표방한 여행) 자주 감","업무 체계가 의외로 허술하여 텃새가 많이 작용, 수직적 문화이다 보니 보고서 수정/중복이 많음, 공채/여성/이과 출신이 중용되는 분위기, 글로벌 기업이라고 외치지만 막상 영어/외국어 잘 하는 직원이 별로 없음"
5,3,5,3,5,5,"많은걸 배울수 있는 곳! 건물에 다양한 복지가 있어서 좋다
자부심을 가지고 일한다",야근이 있다. 일이 너무 많을 때 자연스럽게 야근을 하게 된다.
4,5,4,3,4,4,CJ계열사 할인 등 좋은복지가 많음 많이 배울 수 있음,공장이 오래되어 환경이 열약함 좋은복지에 비해 연봉이 낮음
3,3,3,5,4,3,일과 삶의 균형이 잘 맞아 자기계발할 시간이 확보됨. 일찍 퇴근하는 것에 대해 전혀 눈치보지않는 분위기.,본사의 결정자에게 국내영업에 비해 긴급도가 낮다고 생각되어지는 면이 있어서 업무처리에서 밀리는 경향이 있음.
2,4,3,2,1,1,"임직원 할인, 업계 1위에서 일한다는 자부심. 심각한 또라이는 없었다.",보고를 위한 보고가 많아 퇴근이 항상 늦다. 개별 팀의 문제이기도 하지만 퇴근교통비 청구/연차 사용에 있어서 눈치 주는 보스가 많다. 젊어 보이는 기업이지만 실상은 전혀 그렇지 못함.
3,4,2,2,3,2,일을 많이 배울수 있음. 52시간 도입후 대부분의 부서의 경우 빠른 퇴근. 해외진출 기회 많음. 장점인지 모르겠으나 현실대비 사람들이 좋게봐줌.,비효율적인 시스템. 경영계획을 9월부터 시작해서 늦으면 3월까지도 함. 일년의 반을 계획짜느라보냄. Kpi에 너무 집착하는데 kpi가 막상적용되는건 4-11월. 보고라인이 많으며 관리라는 명목하에 보고자료만 만들어야해서 실질적인 업무 할 시간이 없음. 회사가 노조가 없다보니 인사팀이건 팀장들이건 통보식. 해외 출장 및 파견 발령도 일주일 전에 알려주는게 허다.
1,3,2,1,1,1,"정규직정규직정규직정규직 월급낮은 정규직 승진 잘 안되는 정규직
그냥 정규직 타이틀","일하는동안 내가 그 높은 경쟁률을 뚫고 온 사람이 맞는가 하는
회의감이 들었고, 이건 아니다 라는 생각만 들었음"
2,1,2,1,1,1,CJ관련 혜택을 누릴수있는 복지카드가 있어서 다양한 문화생활을 할수있다.,"과장, 차장이 많아서 승진할 기회가 적으며 연봉 자체도 주변 동 기업들에 비해 낮다. 또한 업무의 강도는 강하여 힘들다."
5,3,4,4,4,3,비교적 수평적인 관계에서 직장생활이 가능한 곳입니다. 또한 복지혜택이 좋아 다양한 이점을 누릴 수 있습니다.,어느곳이나 그렇겠지만 대기업인 만큼 업무량이 많습니다. 하지만 급여는 비교적 조금 낮은감이 없지 않아 있지만 만족스럽습니다.
4,3,3,3,3,3,출퇴근이 편리하다. 지하식당이 리모델링 되었는데 임직원들은 할인이 되어 저렴한 가격에 좋은 퀄리티의 식사를 할 수 있다.,부서내 업무 범위가 넓은데 반해 업무량이 많아 야근이 잦다.
3,3,3,2,2,3,임직원 카드 할인. 주변사람이 많이 좋아함. 복지포인트도 유용함. 외부에서 보기에는 이미지가 괜찮은 기업. 식품회사 중에서는 국내 1등 기업. 다른기업에 비해서는 일하는 문화를 바꾸기 위해 노력.(을 하는 것으로 보이나 실제 현장에서 잘 지켜지고 있는지는 의문),달성할 수 없는 계획을 제시하여 동기부여 상실. 인센티브 받기 힘듬. 비효율적인 취합 업무와 굳이 필요하다고 판단 되지 않는 업무 많음. 일의 강도에 비하여 연봉이 짜다.
3,3,4,2,1,4,복지는 국내에서 이렇게 많이 할인되는 매장이 잇을까 싶음,"인사평가에서 잘 못받으면 연봉이 오르지 않으며 언제 뛰쳐 나가도.이상하지 않음, 사무직하고 차이가 너무심함"
3,3,3,2,2,2,CJ라는 간판이 있음. 대외적으로 기업 인식이 좋음. 복지제도가 다양함,CJ라는 간판만 있음. 복지제도가 다양하지만 돈을써야하는 복지. 눈치보며 쓰는 연차
4,4,3,5,5,5,대기업이기 때문에 재무구조 탄탄하고 자유로운 분위기지.,부서별 업무강도가 너무 상이하다. 직원들의 복지가 타 대기업대비 아쉬운.
3,3,2,3,5,3,"서울에 있어서 서울에서 거주하시는 분들에게 추천, 52시간으로 인해 3교대 진행 중","복지 제도는 다양, 하지만 거진 다 돈을 써야 하는 것"
4,3,4,3,4,4,"-광교로 이전하면서 으리으리한 회사시설
-업계 최고라는 자부심
-업계 최고 연봉","-업무량이 많음
-퇴사율이 높음
-석사들은 최고 10년을 채우고 다들 그만 두심"
1,1,1,1,1,1,여기만의 장점 cj 계열사할인 그나마 쓸만한건 cgv.올리브영 정도.? 나머진 대기업가면 다 있는 자녀학자금 무이자대출등,쓰라고 하면 너무 많아서 하루종일 쓸수있음. 일단 대졸자와 생산직의 연봉갭차이 엄청큼. 4조3교로 1년 365 24시간 공장 돌리는 생산직이 상여금이 없다는게 이해가안감. 심지어 1년차기준 ot딸리면 실수령 200간당간당함. 꼰대들 엄청많음. 님문화라고 서로 존중하는 문화 만들자면서 조회부터 개쌍욕박고 시작함ㅋㅋ 생산직은 회사에 돈벌어주는 소모품일 뿐임. 하루단위로 바뀌는 생산계획. 사무직이 까라면 까는대로 해야하는 생산직. 담배한번 피는 것도 사무직 눈치봐가면서 펴야하는게 현실.. 악랄한 기업중 손꼽을수있을듯.^^
3,3,2,2,3,2,"여성에 대한 복지가 좋아 여성은 다니기 좋은 회사, 남성으로서는","불필요한 업무, 보수적인 마인드가 대다수이며 업계 연봉이 낮은편"
1,2,2,3,3,3,"건물 좋음, 수평적 분위기, 칼퇴, 자유로운 분위기를 지양","안좋은 사람도 있음, 사람을 귀하게 여기지않음. 허울만 좋음"
2,3,3,2,2,2,CJ계열사가 폭넓게 자리잡고 있어 그에따른 혜택은 어느정도 있음. 이거말곤 장점이 있는지 모르겠습니다,연차를 눈치보고 써야함. 정해지지않은 휴일 쉬는날 갑자기 출근하는경우가 다반사.
2,3,2,1,2,1,"다양한 계열사들을 활용한 할인 혜택 등 다양한 복지
대학생들에게 인기가 많고 입사하고 싶은 기업","포장된 이미지와는 다른 제조업 기반의 조직 분위기
수직적이고 비체계적인 기업 운영
매우 낮은 급여체계
이직률이 매우 높음"
3,3,5,2,3,3,"52시간 도입으로 근무시간이 줄어들었으며, 상호 자유로운 챌린지로 올바른 방향으로 끊임없이 발전하고있음","무리한 목표달성을 압박하여, 효율은 떨어지며 비용은 증가하고있음. 무리한 성장을 종교마냥 전파함"
3,3,3,2,2,2,'님' 호칭 사용하여 수평적 문화 장려. 문화 개선을 위해 많은 노력을 하고 있습니다.,야근과 실적에 대한 압박이 많습니다. 눈치보며 연차 사용.
1,2,1,2,1,1,"최근에는 칼퇴가 가능하며, 1등 브랜드라는 자부심은 있음","퇴사율도 높고, 고지식한 부장들이 많아 다니다보면
본인이 생각한 회사와 차이가 큼"
3,3,5,5,2,3,"계열사 40퍼 할인 은근짭잘, 복지포인트80만원, 잔업x 안시킴 워라벨","식품회사라서 이익률이 매출에비해 낮아 급여가 짜다
특근 야간교대로 먹고살아야한다"
3,3,3,3,3,3,"기업문화를 더 넓힐수 있어서, 좀 더 나은 여과 시설을 갖고 모두가 행복하게 지낼수 있도록 복지시스템이 잘 되어있다.","연봉은 많지만, 작업복, 경조사비 등이 다 포함된 비용이다. 입사 후 보너스를 받기 어려울수 있으나, 보너스 보다 더 좋은 복지 혜택을 누리자!"
3,3,4,3,4,3,"수평적인 분위기 / 회식강요안함 / 복지좋음 / 유연근무제가능
사내어린이집 있어서 좋으나 경쟁률이 치열함 /",일이 몰리는 경우가 많다 / 들어오려는 사람은 많지만 회전율이 높은듯
2,4,4,2,4,3,다양한 복지가 있습니다. 그리고 혜택도 좋고 체계가 잘 이루어져 있습니다.,덥고 힘듭니다. 또한 생산직인 경우 휴가가 없어서 개인 연차를 사용해야하는데 사람이 없어서 눈치가 보입니다.
3,2,3,4,3,2,업무체계가 확실하다. 인수인계같은것이 잘 이루어짐. 식대 제공 잘되고 정규직은 월차도 비교적 자유롭게쓸수있다.,명색이 대기업인데 시급이 너무짜다. 최저시급 아닌경우가 거의 없음.
2,3,3,1,2,3,"겉으로 보여지는 이미지가 좋다는 점
18년 기준 초봉이 4000으로 올랐음",야근없는 삶을 꿈꾸는 자들은 쳐다도 보지 않아야 할 기업
4,4,3,3,4,4,성장하는느낌과 글로벌성장을 중시한다. 자기가속한부서에 따라 업무량은 다른듯하다,업무량이 많다. 연봉이적다. 회사의필요에따라 지역이동이 있다
5,5,5,3,5,4,"적당히 지내려고하면 워라벨, 복지 모든것을 누릴 수 있음
단 욕심이 있으면 어느회사보다 강력한 업무강도가 부여됨
하지만 배우는 것도 많음","회사의 이미지 메이킹이 잘되어있어 다니기 좋은 기업으로 보일 수 있음
영업 쪽은 아직 수직문화가 보편적임
까라면 까는 곳"
1,1,1,1,2,1,씨제이 제품을 싸게 살 수 있다 정도?? 이외에는 별거 없는거 같음,중간급이 없는 회사임 신입들이 들어오고 나가는게 많아서 대부분 직급들이 차이가 없음
3,3,2,2,5,2,"문화생활을 장려하는 기업. 직원들에게 계열사 혜택이 굉장히 많고, 나름 수평적인 기업문화를 갖고 있다. 부서에 따라 다르지만 유연근무제가 잘 지켜지고 있다.","부서에 따라 천차만별이지만, 대체적으로 야근이 많음. 야근에 비해 보수가 적고, 문화생활을 장려하지만 할 기력과 시간적 여유가 없다."
3,4,4,4,4,3,워라벨이 잘 보장되어 있어 여자들이 다니기좋은 회사이며 실제로 업무도 수평적으로 이루어짐. 팀 캐바캐.,대기업 치곤 박봉임. 박봉인게 가장 문제인 것 같지만 야근이 있기도함. 팀마다 캐바캐 인데 한창 바쁠땐 야근을 매일 밥먹듯함.
3,3,3,2,1,1,"남들이 부러워하는 복리후생, 높은 브랜드 이미지 및 인지도, 대기업 중에는 작지만 그래도 높은 축에 속하는 초봉","조직문화가 굉장히 보수적, 폐쇄적, 탑다운
낮은 연봉 인상률, 엄청나게 많은 업무량과 넓은 업무 범위, 꼰대같은 사람들"
2,2,3,2,2,2,복지는 좋은편이라 생각함. 올리브영 빕스 등 여러 계열사35프로 할인되서 그건 좋음. 이거 외에도 다양한 복지들이 많아서 혜택이 많음.,식품업체여서 업무 강도에 비해 연봉이 낮음. 퇴사율도 높은편이라서 사회 초년생들은 대부분 나가고 20대 후반~ 30대초반인 사람들이나 버티고 다님.
1,3,1,1,1,1,"연봉이 적어서 아껴쓰는 습관을 갖게 해줍니다.
통근버스 출퇴근 시간이 길어서 자기개발 시간이 생깁니다.","적은 연봉, 힘든 노동 강도, 주말 근무 여부를 금요일 저녁에 알 수 있음, 처우 개선 안됨 ( 통근버스가 최악임, 마지막에 내리는 사람은 편도 1시간 40분 이상 소요됨 )"
4,4,3,4,3,3,"어느정도는 자유로운 분위기 입사했을때 처음 느껴보는 소소한 포인트, 이 회사만의 브랜드가 마음에 듦. 근무 환경도 생각보다 나쁘지 않았음",타 식품업계보다는 연봉이 높으나 제조업에 비해 부족함 연봉상승률도 높은것 같지 않음
2,4,3,2,4,2,"1. 널리 알려져있어 기업이미지가 좋다.
2. 다양한 복지시스템이 갖추어져있다.
3. 상사보다 외부인원과 만나는 시간이 많다.
4. 브랜드 파워가 다른 기업보다 세다. 심한 을 대접을 안받는다.","1. 업무 압박이 심하다.
2. 사원급의 퇴사가 잦다.
3. 급여"
5,3,3,5,5,3,"알바대우잘해주시고 가족같이대해줌
1년간일하면서 직장으로하면 좋겠다 생각까지듬",밥을 제시간에먹지만 늦어질때도 빨라질때도있음. 기업의단점은 별로없어보였음. 난이도도 쉽고 진짜 내스타일
2,2,2,2,2,2,다양한 복지혜택. 계열사가 많아서 은근 쓸만한 복지가 많음,연봉이 짜다. 일이 힘들다. 생산직도 성과를 매겨서 연봉에 반영한다
3,4,4,3,3,3,원래 관심있던 쪽이라 재밌게일할 수 있어서 적성에맞는직종이면 추천하도싶어요,하지만 정말 열심히해야합니다. 특유의 문화도 있고 이런것 적응하려면 시간이걸려요
3,3,3,1,2,1,체계적인 프로세스. cj계열 할인혜택 등 복지가 좋음. 주변 지인들한테 cj다닌다고 말할 수 있음.,주말이 거의 없음. 워라밸X. 매출압박 그리고 아직도 남아 있는 군대문회
4,5,2,3,4,4,"해외 유학파가 많아서 텃세같은것은 적음, 전체적으로 서로 돕고 협조하는 분위기, 무의미한 일이 아니라 가치 있는 일과 프로젝트를 진행하게 됨.","퇴근은 대부분 늦게 하는 편, 일하는 양에 비해 보수가 적은편, 중간에 떠나는 사람이 많다, 샘플이나 물품 배달온게 있으면 직접 가지고 와야함."
