star,promotion,welfare,worklife,culture,ceo,merit,disadvantage
5,5,3,5,4,4,대표 공기업인 만큼 대우는 좋은 것 같습니다. 9-6 정확하고 밥이 모두 제공됩니다. 부서마다 다르겠지만 문화도 수평적인 편입니다.,다들 얘기하는 걸 보면 정규직은 타 공기업에 비해 급여가 많지 않고 업무량은 많은 편 같습니다. 민원 업무도 많고 주거복지 사업도 있다보니 더 그런 듯합니다.
4,4,4,4,4,4,"휴가나 연차를 자유로이 쓸 수 있고, 회사도 연차를 쓰라고 장려하는 분위기입니다. 또한 각종 명절날 전에는 일찍 퇴근합니다. 업무가 바쁘지 않고 평화로운 근무환경입니다.",요근래 신입직원을 뽑기 시작한지 얼마 되지 않아 경력이 많이 쌓이신 분들도 과장에 머물러 있는 경우가 많았습니다. 현직 부장님의 말에 의하면 부장급 연봉이 타 공기업에 비해 적은 편이라고 합니다. 순환근무 있습니다.
3,3,4,3,3,3,"1. 메이저 공기업이라는 네임밸류
2. 안정적으로 일할 수 있다.","1. 기업문화가 보수적이다.
2. 전반적으로 부서 바이 부서가 심하다."
4,3,5,5,3,3,워라벨 및 회사복지가 좋고 업무의 강도 및 책임소지여부를 따질일이 별로 없다,너무 많은 계약직 근로자 그리고 나태한 임직원 승진이 어려운 점
4,3,4,4,4,3,중앙공기업 중 대도시 근무비율 높음. 복지가 상당히 좋음. 워라벨이 지켜짐.,"본사가 경남 진주로, 직원 대부분은 한번씩 거쳐가야 한다고 함. 연봉이 높지는 않은 편. 무조건 정규직으로 입사하는 것을 추천."
3,3,3,2,1,3,회사 복지가 잘되어있다. 문화생활을 즐기거나 담소를 나눌 공간이 충분히 있음. 육아휴직은 자유로운 편,야근 많음. 잔돌리기 건배사 등 꼰대 회식문화 여전히 존재. 굉장히 수직적이고 보수적인 문화.
3,3,4,3,1,2,"휴가를 자유롭게 쓸 수 있다.
연봉과 복지가 잘되어있다.","나이 많은 상사가 많아서 젊은 직원들이 고생한다.
여자 비율이 적어서 여직원의 경우 남자들 사이에서 일하기 힘들어 보인다."
3,1,1,5,3,3,"계약직으로서는 얕은 책임감, 정시퇴근정시출근, 간혹있는 야근에는 그만큼의 확실한 대우","큰 회사고 공기업으로서 여러 장점이 있지만, 지역본부 자체 계약직으로서 본부단위가 생각보다 작음. 작은 소규모회사 분위기처럼 운영됨."
4,4,4,4,4,4,"연고지배려, 4급까지 자동 승진 등 회사 시스템이 매우 잘 갖춰진 회사라 생각됩니다.",가장 큰 단점은 전국순환 근무 입니다. 기업 특성상 전국을 관리하기 때문에 인사시즌에 지방발령 받을 가능성이있습니다.
4,3,3,4,4,4,"연차사유 안물어보고 자유롭게 쓸 수 있는 분위기, 본부는 점심무료제공","국가 사업을 하다보니 다른 공기업이나 지자체와 연락을 해야하는데, 가끔 왜 이렇게 비효율적으로 해야하는지 의문이들때가 있음. 민원에 예민하고 가끔 모니터링 요원이 고객인척 전화하기때문에 신경써서 통화해야함."
4,3,3,5,5,4,기업문화가 많이 바뀌는 추세. 부바부이긴 하지만 지역본부의 경우 야근이 적음,복지후생이 생각보다 작음. 많은 인원 채용에 따른 인사적체가 매우 심함
5,3,4,5,3,3,"워라밸이 좋습니다. 퇴근도 칼퇴근 가능했고, 회식자리도 잦지 않으며, 술도 권유하지 않는 회식자리였습니다. 그리고 구내식당 밥이 맛있습니다.","가족같은 분위기는 아닙니다. 다소 딱딱한 분위기였으며, 계약직 직원과 정규직 직원의 거리감이 느껴지는 분위기였습니다."
3,1,3,2,4,1,공기업이라는 것. 업무포지션이 상급이라는것. 안정성이 있다는 것,"잡플레닛에 글쓰는 사람들 무기계약직이거나 체험형인턴분들 같네요 아니면 취준생분들?
먼저,
1. 업무과중이 심합니다.(야근이 많다는 말)
물론 아닌분들도 있겠지만 정규직분들(업무직 제외) 야근 밥먹듯이 하시는분들 많아요. 물론 야근수당도 안줍니다 한달10만원 끝. 저는 한달 야근 최소 50시간은 하네요
2. 처우가 안좋아지고 있다.
무분별한 정규직전환과 더불어 국가의 공기업죽이기로 점점 복지가 줄어들고 있고 현재 몇가지 빼고는 복지가 없다고 보면 되요.
3. 연봉
타공기업 대비 연봉이 적네요
물론 수당을 모두 다 받으면 평균적인 공기업되겠네요. 하지만 수당을 누구나 다 받는것도 아니라서 평균적으로는 연봉이 적습니다 또한. 기본급이 너무 작아서 성과급을 많이 못받습니다.
돈때문이라면 토목기준 도공이나 수공가세요
4. 진급
인기투표방식 진급. 일잘해도 진급못합니다. 진급잘하려면 일은 보통! 그리고 사내정치 잘하세요.
5. 노조
통합좀 제발.
5. 사장
아무말 않겠습니다."
4,4,4,4,4,4,"식사 공짜, 식비를 아낄수 있는 점이 큰 장점, 근무지가 대체로 광역시에 위치","복지가 별로 없음, 복지포인트 짬, 민원이 많음, 주거복지사업부가 점점 커질듯"
4,3,3,3,3,3,"정규직만 된다면 복지가 괜찮음
업무강도가 세지않아 여유로움(부서마다다름)
부정청탁과 갑질 성희롱 등 사내분위기를 잡으려고 본사차원에서 노력함",오래 일하진 않았지만 약간의 무사안일주의 분위기가 존재하는것 같다.
2,4,1,2,3,2,"1.메이저공기업 자부심. 회사이름 말하면 누구나 다 알고 인정해준다.
2.기술직(토목,건축)에게 최고의 회사
3.현장직에서 근무시 수당 꽤 나옴
4.대리진급이 빠르며 이거때매 2년차때 연봉점프","1.메이저공기업답지않은 초봉. 메이저공단만도 못함
2.2년차때 연봉점프하나 이것은 대리직급승진+경평성과급+기타상여 때문이며 이것은 어느 공기업이나 다 받음. 문제는 2년차때 한번 점프되고 그 담부터 잘안오름(대다수 취준생이 lh초봉 적지만 2년차때 많이 뛴다고 좋아하는데 그건 어느 회사나 다 마찬가지라는걸 알았으면 함)
3.노인들을 위한 회사. 일 드럽게 안하는 부장대우. 회사의 적폐이며 방만경영을 선도.
4.노인들이 일을 안하니 신입부터 차장까진 죽어라 일만함. 일은 많은데 월급은 적으니 이직욕구 급상승
5.사무직에겐 정말 안좋은 회사. 기술직의 자부심이 하늘을 찌르며 연봉차이도 기술직이 1000정도 더 받음. 사무직이라면 다른회사 가는게 정신건강에 좋음
6.워라밸을 기대하고 왔다면 크게 실망할수있음. 워라밸은 부장대우부터 지켜짐
7.수당도 점점 사라지고 있음.
8.명색이 집짓는 회사인데 직원들을 위한 사택제공이 형편없음. 1인1사택은 꿈도 못꾸며 대다수는 다른 직원들과 합숙함. 재수없으면 거실에서 자야됨. 차장이나 부장이랑 같이 사는건 덤"
4,3,4,5,4,3,"자유로운 분위기. 연차 눈치안보고 쓸 수 있음 공채로만 들어온다면 더할나위없이 좋은 대우 받을 수 있음. 칼퇴 눈치안보고함. 아침,점심,저녁 다 나오고 맛있음.",본사가 경상남도 진주임으로 무조건 진주에서 몇년은 근무해야함. LH사업 특성상 근무지발령이 엄한데로 떨어질 수 있음. 내가 일했던 부서 부장님은 자녀들 전학을 3-4번 시킬정도로 많음 옮겨 다녔다함. 또한 공채로 들어온게 아니면 회식도 같이 안할정도로 소외받음
1,2,2,2,2,2,"담당자가 바뀌면 아무것도 모름 인수인계 같은거 없는듯
돈이 많은 회사라 먹고 노는 사람들이 다니기 좋음","담당자가 바뀌면 아무것도 모름 그래서 처음부터 다시 시작.
잘 할 필요는 없으나 문서 정리는 잘 해야 할 듯"
3,3,3,2,2,3,"자기계발 비용 지원, 자유롭게 연차 쓸 수 있는 분위기","아랫사람들이 일을 몰아서 해야함, 1인당 해야되는 업무가 과도하다"
3,3,3,4,5,3,인지도가 높음. 부서마다 다르지만 칼퇴가능. 무난한 업무,신입들 업무과다. 윗분들은 일을 거의안함. 민원전화 많음.
3,3,4,4,3,2,"연차를 눈치 안 보고 자유롭게 사용함. 무기계약직의 경우 워라밸이 좋으며, 복지포인트 또한 챙겨줌. 각종 복지 좋음",주거복지 사업의 확장으로 악성 민원 증대. 낮은 연봉. 정규직들의 경우 입사를 위한 노력 대비 낮은 연봉
4,3,5,4,3,4,"사내 운동시설 및 의료시설, 부대시설 다수, 복지 좋음 (본사 기준).
안정성과 직원들의 만족도도 높은 편.","나의 성장 가능성 측면에서 한계가 있다는게 느껴짐, 아직은 남아있는 보수적인 기업문화(개선 노력중인듯). 부서마다 차이 있겠지만 생각보다 야근 업무 많은 편."
5,2,4,5,5,3,"공기업의 장점은 모두 다 가지고 있다. 칼퇴는 당연, 추가 근무 지양, 1년에 두번 있는 야외 행사도 좋다. 고객 상담에 스트레스만 받지 않는다면 아주 좋다","전세임대는 진상이 너무 많음 특히 취약 계층. 이런거 상담 못하면 안하는게 나음 정말로. 멘탈 강한거 아니면 전세임대는 절대 비추, 계약직은 아무래도 차별받는게 좀 있을 수 있음 그리고 일 많이 하게됨"
5,4,5,4,5,5,체험형 인턴이라 그런지 공부하라고 권장하고 자유시간을 많이 줌,거의 제로에 가까운 기업! 하지만 일의 양은 어마어마하게 많은편
2,1,2,3,3,3,무기계약직이라 눈치 안보고 다닐 수 있고 칼퇴 가능 스펙쌓을수있음,무기계약직이라 책임감있는일 안시키고 진급 안되고 연봉인상 없음
3,3,5,4,3,3,높은 복지와 정부지침에 따른 경영으로 워라밸을 지킬 수 있는 회사,관료적인 기업문화가 있지만 무던하게 생각하면 괜찮음 공사 느낌 다분함
5,5,5,5,5,5,아르바이트 였지만 기타 아르바이트보다 훨씬 급여가 높아서 의욕이 샘솟았었음,오래 일한게 아니라서 단점을 찾진 못했습니다. 굳이 따지자면 NCS를 뚫기 힘든거 ?
4,4,4,4,4,4,칼퇴 휴가 육아휴직등 눈치안보고 쓸수있는 기업이라고생각하고 복지가 좋았다,단점은 크게 없던거 같지만 파트에 따라 일의 강도가 틀렸다
4,3,5,5,4,4,다양한 복지가있고 유연근무제와같이 새로운 복지도 도입되고있음,"복수노조임, 노조에 따라서 눈치를 주지않는다고하나 그래도 가입노조를 확인하는 상사가 있어 눈치가 보임"
3,3,5,5,5,3,칼퇴가능했고 부서마다 다르겠지만 퇴근과 분위기 좋았음 아 이런곳도있구나싶음,어느곳이나 똑같겠지만 사람잘만나야함 너무안정적인것들 추구하며 이러한것들이 현실을 안주하게만들고 이러한 야망없는 매일매일이 낮은 성과로 나타남 짬좀있는 차장부터는 하는거 진짜로1도없음 산송장임 밑에 과장만 죽어남 학창시절에 공부만 열심히했는지 대화하는법도모르고 소심한사람들이많음 한번 화내고 모라하고 그 뒤끝이 길면 안된다고 생각함 근데 뒷끝이 머 한 10년은갈듯함ㅋㅋㅋ한번 머 사소하게 서운한거있음 티팍팍냄 인사도안받음 회식자리에서 대놓고말함ㅋㅋㅋ잘못했을때 그때그때 말안하고 아껴둿다가 다있는자리에서 깜ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이러는 꼬라지보고 나도 저렇게될까바 여기취업 꿈 접음 이런 귀여운 놈들만없음 진짜 최고직장...
3,3,3,4,3,3,회사 내 분위기 좋음. 다만 이건 부서 바이 부서라 다른사람들은 의견이 다를 수도. 몇몇 현장직 빼고는 6시 땡 하면 칼퇴근. 큰 행사 아니면 억압적인 회식도 없다.,"공기업의 대부분의 단점인 순환근무 ㅜㅜ 그리고 연봉이 생각보다 낮다는 것. 또, 부장대우분들중 노는 분들이 많아서 특정부서는 아래사람들이 업무를 다 해야한다는 점..."
4,3,3,4,3,3,"업무가 나뉘어져 있고, 본인 할일에 대해 확실하게 알수 있음, 사람들이 좋은 사람들이 많음.",업무 강도의 개인편차가 심함. 사원 대리급 직원들이 힘들어함.
4,2,2,5,4,3,연차는 시간별로 쪼개서 쓸 수 있다. 윗사람 눈치 보지 않고 마음대로 편하게 쓸 수 있음. 수평적인 사무실 분위기이고 야근은 없음. 직원 내부에서의 스트레스가 크지는 않다.,가끔 엄청 응대하기 곤란한 민원전화가 와서 힘들 때가 있다. 급여가 작다. 복리후생도 생각보다는 크지 않다. 윗선에서 업무를 자꾸 떠넘기는 경우가 있다. 업무량이 급여에 비해 많다.
3,2,2,4,2,2,연차자유롭게 정시퇴근 회식별로없음 주어진 일만 잘하면 힘든일 없고 업무난이도 무난한 편임,높은사람 뒷짐지고 구경.. 허드렛일 계약직 한테 떠넘기고 경영평가 잘받고 싶어서 지원없는 푸쉬만
3,3,2,3,2,2,"연차 눈치 안보고 쓰고 특별한 일 없으면 칼출 칼퇴, 근무 분위기 무겁지 않음, 무난하게 다닐 수 있는 회사","공기업 중 낮은 연봉, 제가 있던 부서는 출장이 많았음"
5,5,5,4,4,4,"안정적이며, 높은 호봉, 사내 분위기 좋음, 정직원들에 한해 진급이 빠른편","부서바이부서 이지만, 상대적으로 바쁜 부서들이 있으며, 칼퇴 힘듦"
2,2,2,4,3,2,"네임밸류
가끔씩 떨어지는 선물, 간식
칼퇴
나름 평화로움","매우 낮은 월급
다 떠나서 같이 일하는 부서 사람들 몇몇이 너무 아니었음..
다른 분들이 다 불쌍하게 생각하거나 회피, 욕하는 곳이라 고생함. 별의별 사람을 다 본듯.
제일 윗사람부터 시작해 악습이 그대로 내려옴
쓸뎅없는 행사가 너무 많음"
3,3,3,4,4,4,"수평적인 사무실 분위기, 개인생활 즐길 수 있고 업무강도 높지 않습니다.",단순 보고를 위한 문서작업이 많아 비효율적인 면이 있습니다.
3,3,4,5,5,3,연차를 윗사람 눈치 안보고 자유롭게 사용하는편임. 수평적인 사무실분위기와 만족스런 워라벨,거의 없음. 생각보다 단순한 업무가 반복되는경우가 있는정도
3,3,3,3,3,3,수평적인 사무실분위기. 9시에 맞춰서 출근하고 6시에 칼퇴근해도 아무도 뭐라하지 않고 근무시간에도 업무량이 많지 않아 스트레스 받지않고 업무를 할 수 있음,공기업인만큼 발전이 없다는 점과 대부분의 직원들이 업무말고 다른 생각이 많고 다들 퇴근시간되기만 기다리는것처럼 보임...............................
5,5,5,5,5,5,"자유로운 복장, 출퇴근시간 철저, 워크숍 등 사내의 분위기가 좋음, 서로를 존중하며 가족처럼 여김",임대주택을 담당하는 부서 같은 경우 악성민원이 하루에 한번씩은 꼭 오며 상대방의 입장을 고려해주고 싶으나 방침에 따라 민원을 처리해야 되서 힘듦
5,4,5,5,4,4,사무실분위기가 너무 좋았고 근무하는 사람들이 전반적으로 배려심이 많고 여유로워보였습니다.,부서마다 업무강도가 다르고 긴급상황 발생이 주말이나 새벽에 상관없이 출근해야하였습니다.
5,4,5,5,5,5,"업무강도도 적당하며, 복지가 너무 좋아 여러 혜택이 많음 그리고 부서에 지원을 많이 해주며 휴가또한 자유로운편.","너무 좋은 메이저공기업이라 특별한 단점이 없다. 군대식 문화도 거의 없고 기본적인 틀만 지키면 된다. 기업의 단점을 찾기가 어렵다. 다만, 다른 지역으로 발령 될경우 타지역으로 이동된다는점있다."
3,3,3,3,3,3,다양한 복지혜택과 직원들에게 매달 간식제공 업무의 분배로 효율적인 업무처리 그에따른 성과를 받을수잇습니다,"아무래도 수직적인 조직문화 , 계약직 또는 파견직을 많이뽑는점이 큰 단점인것같다"
4,1,3,4,4,3,"시간 단위로 자유로운 연차를 쓸 수 있습니다.
한도내에서 도서구입비가 지원됩니다.
부서별로 다양한 화합 행사를 진행합니다.
복지카드를 사용 할 수 있습니다.","문서작업과 회의가 잦은편이며, 획일화되고 변화가 적은 업무 프로세스가 많습니다. 시대의 패러다임에 맞춰 업무 효율화가 필요해보입니다."
4,3,4,4,4,4,워라벨 좋음. 야근도 하지만 전반적으로 칼퇴 가능. 민원이 많음.,공채와 비공채의 차별이 잇음. 공채프라이드 강함....
5,5,5,5,5,5,전체적으로 여유가 있음. 연차사용이 자유로움. 구내식당이 있음,악성 민원이 너무 많다. 민원처리업무가 가장 힘든것 같다
5,4,3,4,4,4,본부에서 근무하는 사람들이 다수이고 현장직에서 근무하더라도 아주 좋음. 건설업계에서 누리기힘든 워라벨을 누릴 수 있다.,부서마다 다르겠지만 업무가 의외로 많음. 챙길것들 다수. 사람들도 대체적으로 좋은 분들이나 잘못걸리면 힘들수도있다.
4,3,3,5,5,4,"누구나 알아주는 공기업, 건설업계에서 최고봉, 업무강도가 힘들지 않고 사내문화 좋음",순환근무제로 전국 순환을 하게되는데 좋은 자리는 티오가 나기 힘듬
5,4,4,5,3,5,"개인의 자유 존중하고 의견 피력가능, 나름 자유로운 부위기,",공기업답게 고인물이 엄청나게 많고 그 고인물은 변함이 없다
4,4,4,4,4,3,"사내분위기는 서로를 존중하는 분위기, 휴가는 자율적으로 사용하고 시간단위로 개인의 사정에 맞게 분배할수있음 또한 복지또한 뛰어나 개인사비가 들어갈일이 극히 드뭄","보수적인 분위기가 약간 존재함 또한 주택, 토지와 관련돼 업무스트레스가 적지않으며 민원또한 만만치않음"
4,4,4,4,4,3,공공기관인걸 느끼게 해주는 분위기와 개인적으로 사용할 돈이 필요없음 신의직장이라는걸 느끼게 해줌 휴가도 자율적으로 사용하며 시간단위로 편하게 사용할수있음,보수적인 분위기가 약간은 존재하고 토지 및 주택관련 업무도 광범이해 업무적스트레스가 적지않음
4,4,3,5,4,4,"공기업인만큼 항상 정시퇴근은 준수하였습니다. 그리고 같이 일하던
대리님, 과장님, 부장님 다들 사람들이 정말 좋아서 일하는 내내
좋았고 많이 배울 수 있었습니다.","사람들도 좋고 일하는 문화도 좋았지만 매월 통장에 찍히는 액수가 작은 것은
어쩔 수 없더라구요. 인턴이였긴 하지만 조금 고민하게 되는 부분이었습니다!!!"
3,1,4,4,4,3,"휴가 눈치 안보고 사용 가능하다 최장 10일까지도 가능하다
차별이 심하지 않다 복지혜택이 좋다","민원이 상당하여 업무 스트레스가 많다
악성민원도 종종 있고 상급자에 따라 다르지만
대부분 내가 처리해야한다"
3,5,4,4,4,3,"휴가 눈치 안보고 사용 가능
칼퇴근 가능함
겉으로 드러난 차별없음","민원이 상당함
악성민원도 종종 발생
업무의 강도는 높지 않으나 계절을 탐
입주 시기 앞두고 바빠짐"
4,4,4,5,4,4,"인턴을 하는 중에 이직을 하게 되었지만 조직 문화는 좋음.
서로의 업무를 존중하는 분위기.","주택 공사와 토지 공사가 합쳐져서 노조가 두개로 알고 있음
주택 소속과 토지 소속이 어우러져서 업무를 보지만
아직까지 서로간의 벽은 있어 보임.
근무지를 로테이션 하는 것."
3,1,1,3,3,1,"1. 연차를 자유롭게 사용 할 수 있음
2. 칼 퇴근이 가능함 (기간직 경우)
3. 여유시간에 공부도 가능","1.기간끝나면 업무로 경력을 인정받아 갈 수 있는 직업군의 한정 되어 있음 2.급여가 너무 적음
3.기간직에게 일을 몰아주는 경우가 많음 ( 매년 인사이동기간에는 특히 많음)
4.상사가 수시로 인사이동 되고 전문성이 없는 상사들이 오면 힘듬.
5.회식에서 술잔을 돌림"
2,2,1,3,2,3,공룡기업이라는 점이 좋으나 업무협력직 등 비정규직이 많아 정규직에 대한 복지가 많이 하락됨,노조간 내부적갈등이 심하고 본사가 진주에 있어 오지근무를 해야함
3,3,3,4,3,3,사내 분위기 좋음. 안정적임. 일과 삶의 조화 실현 가능. 사내 분위기 좋음.,급여가 다른 건설기업에 비해 매애우 낮음. 진취적이지 못하고 보수적인 성향
4,4,4,4,4,4,"주택사업에 이바지한다는 자긍심
직원들의 긍정적인 마인드
복지의 체계성","은근 정시퇴근이 힘들수도 있음
악성민원이 있는편
업무량이 적진않은편"
4,3,3,3,3,3,출퇴근이 다른사람의 눈치를 덜 볼 수 있다. 자신이 맡은 바만 잘하면 되었다. 워크 라이프 밸런스를 적절히 즐기면서 살 수 있는 분위기였고 직원간의 분위기 또한 좋다.,다른 공기업과 비교해서 상대적으로 적은 연봉을 가지고 있고 근무지가 도심지역이였지만 대중교통을 이용하여 출퇴근하기엔 만만치않은 시간이 필요했다.
4,3,3,4,5,3,"연차 눈치 않보고 쓸 수 있고, 직원 복지가 괜찮은 듯, 센터쪽은 칼퇴 가능.",무기직 분들이 일을 더 많이 하심. 승진 적체가 좀 있는 듯 함. 라인이 남아있음.
4,3,3,4,4,3,"연차 쓰든말든 신경 안 씀.
생각보다 넓은 폭의 일을 함.
칼퇴해도 눈치 안 봄.",회식을 많이 안하지만 하면 약간 구세대적인 풍토가 있음. (부바부이겠지만)
4,3,4,4,4,3,"조직 분위기가 수평적이며, 개인이 존중받는 느낌이 든다.
연차 사용도 자유롭다.","부서마다 다르긴 한데 추가 근로를 하는 부서도 있다.
각 사업소나 지점마다 사내 분위기도 차이가 있다."
4,4,2,4,4,3,"눈치 안보고 휴가사용가능, 칼 출퇴근 가능, 업무량 많지 않음","센터의 경우 민원업무가 다소 많음, 계약직의 경우 적은 연봉"
4,1,5,4,4,3,"복지는 정말 좋다. 야근 사람마다 다르고, 식사 식당에서 다해결 가능하고",업무를 통해 자기 발전을 꾀하긴 조금 어렵다. 뭔가 시키면 하고 안시키면 하지말자는 생각이 많다.
4,4,4,4,4,3,"밝은 분위기, 좋은 상사분들. 사람을 상대하는 것이 주 업무이기에 언제나 긍정적인 환경이 유지됩니다.","기업이라면 빠질 수 없는 엄격한 상하관계. 외근이 잦은 업무직은 긴 주행거리로 인해 언제나 잔업이 동반 되며, 주거지원과 관련된 전문 지식들은 타 기업의 직무에 적용하기에 어려움이 있음."
5,3,4,5,5,4,"연차보장되는분위기, 서로 실력자임을 인정하기때문에존중하는기업문화, 야근은선택(개인적으로 일이많으면 해야함), 자산규모 1위(단일), 회사에자부심","순환근무, 민원, 승진을위한 알력싸움, 노조충돌, 업무를 하기 위해선 다방면으로 공부할게많음(기술직의 경우 수많은 법과 지침, 현장, 사회, 부동산 ,기타자기계발등-장점이자단점)"
4,3,4,4,4,3,"교육비 지원, 본인 건강검진 지원 있고 연간 10만원 도서 구입비 지원 등 복리후생 좋은 편. 특히 건축/토목직은 본인 전공 살릴 수 있음.","전국에 사업을하는 관계로 인사이동이 잦은 편이며, 본사가 진주에 있어 퇴직 전에 10년 정도는 진주 근무 필요."
4,3,4,4,4,4,"본부마다 편차가 있지만 사업이 어느정도 진행된 본부는 한가하다.
직원에 대한 복지는 정말 좋은편 같다.","공공기관이다 보니 민원에 민감하고 여기저기 불려다닌다.
본사가 진주로 이전해 수도권에서 출장을 가려면 거리가 꽤 멀다."
4,4,4,5,5,4,"칼퇴할수있어서 워라밸추구 가능
다양한 복지와 교육 기회제공(무기계약직까지 사택제공 등)",기업 자체가 보수적인 성향이나 심하지 않고 단점이 거의 없음
4,3,4,4,4,2,"-사수분께 들었을 때 연봉에 대해서는 만족하고 다니신다고 하셨습니다
-사업 추진 부서였는데 수평적인 조직문화가 굉장히 좋았습니다.","-비정규직 정규직화 당시 절차나 평가부분에서 명확한 지침이 없어보였습니다.
-근무 부서에서는 내방민원이 있어 가끔 큰소리가 나기도 했지만 다른 공기업도 마찬가지일거라 생각합니다
-직원들끼리 말고 부장 본부장급 이상 올라가면 좀 수직적인 문화측면이 있었습니다. 하지만 잘 접하지 않기에 괜찮은듯합니다."
4,4,5,4,4,3,인턴이라도 교육 수강 가능하고 하대하지 않고 잘 대우해 주심. 인턴이라 업무가 제한적이지만 그래도 사업에 관해 배울 점이 많다.,재산권이 달린 문제라서 인턴은 업무 수행에 제한적임. 사업단에서 일하려면 운전이 필수인 듯. 인턴 기간이 짧다(3개월)
4,3,4,3,2,3,지사가 전국에 있고 도심에 있어서 근무지 여건은 좋음 초봉은 높지 않지만 연봉 상승률이 높아 다닐수록 보수 괜찮음,민원 많아요. Soc기반이다보니 부서마다 캐바캐일수도있지만 내가 근무한 부서엔 남자가 대부분이었고 군대식 문화 있었음. 회식때 늦게까지 잔돌리는 문화있었음.
