star,promotion,welfare,worklife,culture,ceo,merit,disadvantage
3,3,3,3,3,3,1위기업답게 시설의 규모가 크고 복지가 좋다 젊은 마인드또한 굿,"아무래도 많은 고객들이 이용하다 보니 그만큼 진상들이 많고
쿠팡맨의경우 업무강도가 높다"
1,1,1,4,3,3,신사옥이라 근무환경에 대한 것은 개선하고 있으므로 나쁘지 않다,계약직으로 근무를 시작한다면 정규직이 된다 하더라도 유리천장이 너무 심하고 단순 반복적인 업무만 강요한다.
1,3,1,2,1,1,"연차 반차가 있다는 것
인수인계가 없어 퇴사 과정이 빠름
장점이 별로 없음","실시간으로 컴퓨터로 사람 일하는 시간을 계산함. 화장실 가는 것도 감시하는 최악의 시스템

감시자가 있어 개인 시간을 전혀 주지 않음

출근 시간 9시 반으로 정해져 있으나 그 이전 출근을 강요함"
4,3,2,1,3,3,음.. 상위조직장들이 좋았음 사람들이좋아 재밌게 다닌 기억..,문서작업 매우많고 업무강도 매우쎔. 외국인 리더들이 오기시작하면서 온갖 영어보고서가 생김.
3,4,3,2,5,3,"1년이상 근무했을시 타 부서 전배의 기회, 야근없음, 직장내 직원들 끼리 상하관계가 고무적이지 않음, 쾌적한 근무환경과 구내식당 존재함","전배를 간다고는 하나 언제 인지 정확하지 않음, 내내 죄송하다는 말을 입에 달고 살아야함, CS쪽과 타 부서 간의 근무환경에 차이가 뚜렷해서 상대적 박탈감 을 많이 느낄 수 있음"
3,2,3,5,5,2,"진취적, 기업문화 좋음, 자유로움, 월급 정해진 일자 지급","외국인이 차지하는 비중이 상당함(실제로 대표 역시 미국인), 명확한 비전없이 업무 지시를 함"
3,4,2,3,4,3,몇몇 눈치보게 하는 윗사람 빼고는 윗사람 눈치 안보고 자유로운 수평적인 분위기이며 일하기 수월하다. 회사의 시설이 깨끗하고 괜찮은 편이다.,"정규직 직원들보다 파견직, 계약직으로 채용하는 경우가 많아, 정규직 채용이 시급하다고 생각합니다. 직원들이 정규직이 아니라 다들 회사에 대한 자부심이나 일에 대한 책임감이 부족한 것 같았다고 느꼈습니다."
3,2,3,2,3,3,프로세스/파트별로 세세하게 팀이 만들어져 있으며 대형 업체답게 팀 하나로 운영하는 것이 아닌 여러 팀으로 운영,당연한 소리겠지만 정규직은 모르겠으나 일반 아르바이트의 경우 퇴사율이 잦은편
3,2,2,4,2,1,"연반차 눈치안보고 사용가능 , 점심 저녁 도시락이라 편함 , 중견기업다운 복지
건물 좋음 칼퇴근","엄청나게 계산적임
말로는 직원을 엄청배려한다지만 하는 행동들은 치졸하게 보임"
2,1,2,2,3,2,"일하는 직원의 나이대가 어린편으로 젊은 회사다. 계약직이였어서 더 자세한건 모르나 정규직의 혜택은 많은듯. 이것저것 시도하고 도전하는 느낌의 회사, 식당 밥이 맛있는편이며, 아침 점심 저녁 제공","체계적이지 못하다. 업무나 포지션이 새로 바뀔수 있고, 위에 경영진들도 자주 바뀌는듯..퇴사할때 외국인 경영자도 같이 퇴사함.. 업무강도가 있는편으로 야근 자주하는 부서도 있음, 단기적인 성과만 보고 업무를 진행하는 경우도 많았음"
4,3,3,4,4,2,"서울에 위치(잠실), 개발자에 한해 도서 지원비(5만/원) 지급, 실비보험 지원(본인/배우자/자녀), 소소하지만 인센티브제도 있음, 가끔 스톡옵션을 주기도 함, 플랫폼 조직이 있고 연차가 있다보니 배포나 모니터링 알림 시스템 등 나름 체계가 갖추어져 있음.","주도하는 팀이 아닌 타 팀의 일을 지원을 해주는 경우 성과를 인정받기 어렵고 보상이나 프로모션(진급)이 어려움. 철저한 레벨제도(1-12)에서 일반 개발자는 6이상이 되기 어려움. 최근 기업이 추진하는 일에 소통이 안되는 현상이 있음(회식비 이월 중단 미공지, 개발도구 라이센스 서버 문제에 대한 담당자 회신, 도서 지원 계약의 변경에 따른 공지 등)"
4,4,3,4,4,3,퇴근 시간이 되면 계약직이라 그런지 눈치 안보고 칼퇴 할 수 있습니다. 이 점 하나는 좋습니다.,기업의 단점이라고 하면 계약직에서 정규직으로 전환 되는 과정이 힘듭니다. 생각보다 기회가 잘 없다고 느껴집니다.
