star,promotion,welfare,worklife,culture,ceo,merit,disadvantage
3,3,4,4,3,3,"개발자들에게는 기술 선택의 자유도가 있고, 인프라팀의 지원이 좋음","괜찮은 리더들은 대부분 퇴사함
신입사원은 혼자 성장하기 어려운 곳"
4,4,3,5,4,4,"모든것에 있어서 굉장히 자유로움. 개발자로써 다양한 경험을 해볼수 있고, 새로운것들을 도입하는데 있어 주저함이 없음. 최대한 개개인의 자율성을 보장.",팀별로 개개인의 역량차가 있음. 큰 그림을 그릴 수 있는 리더가 부족하다. 개발자라면 팀을 잘 골라야 함. 코딩을 생각보다 잘못하는 사람들도 팀별로 꽤 있음.
4,5,5,5,5,5,"수평적인 사무실 분위기, 판교역에서 셔틀다님, 대외적인 이미지가 좋음.",어디 출신인지를 엄청 따지는 듯함. 탑다운이 심해지고 있음.
5,4,4,5,5,4,"연차를 결재없이 사용 가능, 수평적인 조직 문화, 개발문화에 많은 지원, 개발자가 일하기 좋은 회사, 개발자 워라벨 국내 최고수준",카카오 본사의 신사업이 큰 두각을 나타내지 못하는 상황
4,3,4,5,4,2,워라밸이 좋고 직원들 복지에 신경쓰는게 체감됩니다. 문화도 나름 개방적이어서 눈치볼 일이 없습니다.,타 아이티 대기업에 비해 성과급이 거의 없다고 보면 됩니다. 그리고 사내의 유능한 사람들이 꾸준히 네이버로 이직을 해서 의욕이 좀 떨어집디다
4,3,4,4,4,2,휴가 및 장기간 연차 자유로운 편이고 직원들 본인 의견을 자유롭게 얘기하는 분위기,"수익구조가 불안하고 종합적인 방향성 부재, 연봉 인상율 낮음"
3,3,5,5,5,1,내가 마음만 먹으면 실리콘벨리처럼 양인 마인드로 다닐수 있음,쿨한척하는 병신이라고 생각하면 댐. 수평이니 쿨하니 해도 결국 똥꼬잘빠는 애들이 조직장되고 인정 받음.
4,4,5,4,5,4,"회사의 눈치는 전혀 없음. 본인이 원하는 일을 능동적으로 찾아가는 구조.
복지 또한 다양하며, 마사지와 심리 상담은 다른 회사에서 경험하지 못하는 복지들이 존재.
아기 가지신 분이라면 더더욱.","능동적으로 일을 찾아가는 구조이기 때문에, 본인이 시킴을 받으면서 일을 했던 경험이 주라면 스트레스를 크게 받을수도."
5,3,4,5,5,4,아르바이트생 신분이었음에도 휴가를 쓸 수 있도록 배려해주시고 업무용 PC로 맥북을 제공받았다.,다음카카오 합병 초기라 어수선한 분위기가 있었다. 신규 서비스를 위한 팀이 꾸려지고 해체되는 과정이 반복됐다.
4,2,4,4,4,2,"눈치 안보고 편합니다. 기업 문화도 좋습니다.
국내 IT대기업을 다니는 자부심을 느낄수 있습니다.
많은 이용자가 사용하는 서비스를 경험할 수 있습니다.",어디가나 고인물들이 있습니다. 일을 안하는 사람들이 많습니다. 네이버쪽 사람들이 리더격으로 많이 와서 다음출신들은 기를 못 폅니다.
3,2,2,4,3,3,"휴가와 출퇴근이 자유로와서 너무 좋았고, 이름만 부르는 무늬만 수평이 아닌 꽤 훌륭한 수평조직 문화였음",조직이 합병되고 신설되는 과정에서 매우 많은 사람의 퇴사로 연결
5,5,4,4,4,4,자기계발하기조호 및 근무환경이 좋음. 팀의 발전과 같이 성장할 수 있슴,"서류작업이 있으며 사내정치가 일부 있어서 교류를 잘해야 합니다
하지만 개인의 능력을 키우고 발휘하기 좋습니다"
4,3,4,5,4,2,"수평적인 조직문화, 탄력근무제, 자유로운 근무환경 등 노동환경을 지속적으로 개선해나가는 노력","카카오, 다음이 합병된지 3년?이 된것 같은데, 아직까지 조직이 안정되지 않아서 내부 직원들이 경영진에 대한 불만이 꽤 많음. 부서마다 다를수도 있지만, 신규 프로젝트를 진행하더라도 같은 팀이 하나의 목표를 향해 가기 보다는 각자 동분서주하는 느낌이 있음."
5,5,5,5,5,5,"수평적인 구조로 눈치 볼 필요없습니다. 팀원간의 소통이 원활합니다.
연봉이 만족스럽습니다. 복지가 좋습니다.",단점은 별로 없지만 새로운 기술을 써보기가 어렵습니다. 복지가 많지만 해당하는것이 좀 적습니다. 매너리즘에 빠질 수 있습니다.
4,3,5,4,5,4,"영어이름이 처음엔 외우기 힘들어도 수평관계에 큰 기여를 한다고 생각함
눈치보지 않고 본인 할 일만 제대로 끝나면 ok인 분위기
팀바팀이지만 그 누구도 관여하지 않는 자율출근제
사내 스토어 20% 할인
카카오를 경험하고 싶은 대학생에게 적극추천","팀의 필요에 따라 고용된 어시임에도 불구하고
업무에 대한 적극적인 지시가 없어 물어볼 데가 없어 힘들다
워낙 자유로운 분위기라 바쁜 사람은 계속 바쁘고
노는 사람은 계속 노는 이상한 현상이 발생한다
휴가가 있더라도 풀근무제이기 때문에 취준생에게는 조금 비추"
3,4,3,3,4,2,"연차에 상관없이 일을 진행하겠다는 의지가 있으면 실현 할 수 있으며
뛰어난 사람들이 많아 여러가지로 배울 것이 참 많은 기업",복지나 연봉 등이 그리 후하지 않으며 장기 전략이 부재한 곳
4,4,5,5,4,3,"대체로 수평적인 문화, 연차 사용에 전혀 부담 없으며 한국에서 육아하기에 그나마 괜찮은 여건을 제공하는 회사. 연봉은 밖에서 생각하는 만큼 대단하진 않지만 그럭저럭 괜찮음.","수평적이라고 해도 결국은 한국 회사라 탑다운임. 거의 다 된 프로젝트가 휘까닥 엎어지는 일이 좀 있음. 운이 나빠 이런 일이 반복되면 결국 쌓는 것 없이 시간을 헛되이 보내게 될 가능성도 있음. 대기업이 다 그렇지만, 결국은 직원의 성장보다 서비스의 단기적인 흥망이 의사결정 기준임."
4,3,4,4,4,3,"팀마다 매우 다르겠지만, 복지가 좋고, 회사 분위기가 비교적 편한 편. 의지가 있다면 직급에 상관없이 다양한 일을 할 수 있는 기회가 올 가능성이 있다.","열심히 일하고자 하는 사람들만 열심히 일한다. 사업이 종종 사라지거나 매우 커지거나 하는데, 그 과정에서 혼란스러워하는 직원들이 많다."
4,4,4,5,5,4,"말단 직원도 대표와 토론할 수 있는 문화를 갖고 있고
누구나 회사에 발전을 위해 직언할 수 있습니다.",개발자 중심의 조직 문화가 있어 사업부서에서 일을 추진하는 것이 어려울 때가 있습니다.
3,2,1,4,4,1,"기업문화는 정말 좋음. 위 아래 별 거 없음.
할 말 할 수 있음. 연차 자유로움",월급 체계가가 비정상적임.연봉이 비합리적임. 처음 들어올 때 후려치고 보상 전무함.
3,2,3,4,4,2,워라밸이 좋은 걸로 업계에 유명하다. 물론 조직에 따라 다르기는 하지만 전반적으론 좋은 편.,연봉이 동종업계 안에선 낮은 편. 최근 들어 전 직장 출신에 따라 파워가 기울고 있고 탑다운이 심해지고 있음.
2,1,1,4,4,2,수평적인 분위기.적당히 일하는 분위기. 배고플때 빵 있어서 좋음,고연차들이 일을 잘 안함 욕심이 없음 연봉상승률........실화냐?!
3,3,3,5,4,3,"수평적인 사무실 분위기, 반반차라는 것이있음(반차의 반:2시간), 팀원들의 커뮤니케이션이 자유로움, 영어이름을 부르므로 딱딱한 느낌없음(부장님, 과장님이런거 x),야근이 거의 없음, 사내카페가 잘되어있음, 휴가가 잘되어있음","무언가를 배워간다는 느낌은 없음, 가끔씩 야근있음, 회식이 가끔있음"
3,1,2,2,3,3,"자유롭고 꼰대가 없다 옷이나 차림새에 규제 없어서 너무 편하고, 좋다. 이게 최고장점",일이 많다 하지만 일한만큼 보상을 해주니 단점을 단점이라 할 수가 없다.....ㅠㅠ 열심히 하는 사람에게 최고 대우를!!
3,1,3,5,4,2,"수평적인 문화. 업무량이 적고 자유로운 분위기. 자유로운 복장.
윗사람 눈치 안보고 편하게 근무할 수 있는 환경입니다.
편하게 회사 다닐 사람에게 추천","수평적이고 자유로운 분위기가 오히려 불편할 수 있음.
일을 체계적으로 하지 않고, 대부분 그때그때 일이 오는 편"
4,3,4,4,4,4,"눈치를 안봐서 좋다 복지가 좋다, 자율출퇴근이라
좋다 , 사내 카페가 너무좋다","부서마다 분위기가 극과 극인것 같다 , 이것 말고는 딱히 단점이 없다"
4,3,3,4,4,4,"업무분담 체계가 확실하여 자기 분야에 대해 전문성을 높으는데 좋다.
사무실 분위기가 수평적임",다양한 사업을 진행하고 있기때문에 여러 분야에서 채용을 하고 있지만 계약직 채용이 많아 입사를 하여도 불안한 마음을 항상 가지고 있다.
2,1,1,5,4,1,워라밸은 훌륭함. 사내 복지를 위해서 애를 쓰는것처럼 보이지만 실상 조직원들에게 돌아오는 보상은 없음,조직장들의 비전은 없으며 네이버 따라하기 바쁨. 장기목표보다는 단기목표만을 보고 회사가 움직이며 단기실적으로 인해 좋은 서비스들이 하나씩 사라져감
5,5,5,3,4,5,"합리적, 수평적 조직 문화
뛰어난 복지
능력이 된다면 부족하지 않은 급여","위아래가 없음
장점이자 단점인...
경기도 출퇴근 너무 힘듬...
서울 직장이 그리워짐"
2,2,3,3,3,3,다양한 사업을 진행하고 있어 경험을 넓힐 수 있는 기회가 많아 보일 수 있음,"회사 규모에 비해 조직 유연성이 너무 높고, 회사 구성원 성장에 대한 관심이 없어보임"
3,3,3,4,4,3,출퇴근 시간 및 휴가 사용이 자유로움. 반차를 쪼개 쓸 수 있는 반반차 제도가 있음. 야근시 나오는 야근밥이 꽤 괜찮음. 전체적으로 직급에 관계없이 자유로운 발언을 보장하는 편.,업무 프로세스가 잘 정립되어있는 편이 아니라 일을 해도 성과가 없게 느껴지는 경우가 많음. 개발자 위주. 책임지는 사람이 명확하지 않음.
4,4,4,4,3,4,수평적 구조와 자유롭게 일할 수 있는 사내 분위기가 갖춰져 있다.,누군가의 리드로 빠르게 의사결정을 해야하는 순간에 모두의 생각을 담으려고 하는 경향이 있다.
5,5,5,5,5,5,매 3년 근속 시마다 안식휴가 1개월 휴가비 200만원 지원. 사내 카페 운영. 수면실 및 쉼터. 회사 제휴 휴양지 콘도 이용 가능. 의료비 및 건강검진 지원.,지리적 접근성. 인턴 정규직 전환 채용 프로제스 부재. 위에서 내려오는 수직적인 조직. 포털 분야의 성장 의지 부족
3,2,1,5,5,2,다른 회사에 비해서는 확실히 수평이다. 기혼자들이 이용하기 좋은 복지가 많다,"간혹 예의와 싸가지 없음을 수평 문화로 착각하는 사람들이 있어서 당혹스럽다.
무엇보다 수직적인 의사 구조가 이루어지고 있지만 수평인척 포장하고 있어서 위아래 다 혼란스럽다"
2,2,3,3,3,2,마케터로 입사했어도 본인이 원하거나 혹은 회사의 상황에 따라 전혀 다른 직무를 해볼 수 있다,생각보다 전문성 없이 주먹구구로 일에 덤벼든다 전혀 상관 없는 일을 하던 사람이 단지 해보고 싶다는 이유로 다른 직무에 지원하여 이상하게 일을 하는 경우를 너무 많이 봤다
4,3,3,3,4,4,수평적 조직문화. 출퇴근시간이 상대적으로 유연하며 상사가 탑다운으로 일 시키지 않고 최대한 존중하며 일하려는 분위기,수평적 구조인 덕분에 중간관리자는 실무와 관리 모두 책임이 있어 업무부담이 막중함.
4,4,3,3,3,3,발전하고 또 발전하는 회사였습니다. 국내 1위 플랫폼 업계답게 다양한 아이디어를 잘 냈습니다. 무엇보다 다른 회사보다 자유로웠던 출퇴근시간이 최대 장점!,"개발자분들의 피땀눈물, 디자인팀 분들의 야근 콜라보레이션. 그 분들께 보다 좋은 대우를...."
2,1,4,4,3,1,"복지 좋다, 분위기가 자유롭다, 업계에서 급부상하는 곳에서 다양한 경험을 할 수 있다","낮은 연봉, 케바케 팀 분위기, 업무성과와는 상관없는 능률저하"
4,3,3,4,4,3,"자유로운분위기, 연차 눈치안보고 쓸 수 있음. 출퇴근 유연하게 운영됨. 팀 바이 팀이긴 하지만 전반적인 워라밸이 좋은편. 타 기업에 비해 수평적인 구조라 주니어급에서도 무언가를 해볼수 있음.",연봉이 타사 대비 적음. 성과급 적음. 타사 출신 경력자들이 조직장으로 많이 포진되있어 최근 수직적인 분위기의 팀이 굉장히 많아지고있음. 경영진이 무관심하고 이익이 실력있는 사원에게 골고루 분배되지않음. 실력있는 인재들이 많이 떠나는 추세
5,3,3,3,3,3,워라벨 지키면서 일할수 있는 곳입니다. 개발 플랫폼 경험을 많이 할수 있씁니다.,연봉이 타 it 기업에 비해서 적은 편입니다. 자유로운 분위기라 혼자 개발자로 발전하기 어렵습니다.
3,3,2,4,4,2,수평적인 발언권이 있어 모든 팀원간에 의견을 알 수 있음.,너무 편해서 월급루팡들이 너무 많아 일하는 사람만 일하는 것 같음 혼내는 사람이 없어 지멋대로임
4,3,4,5,4,2,연차나 출퇴근시간을 눈치보지 않고 조정할 수 있음. 상식이 통하는 조직문화.,승진 또는 개인적성장으로 동기부여를 얻기 힘듬. 회사/팀의 전체적인 방향보다는 개인업무 어필이 더 중요해지고 있어 걱정됨.
5,4,4,4,5,4,"사원을 위한 제도가 잘 정비되어 있는곳, 수평적인 조직문화, 복지가 짱이다",개발자의 경우 업무 특성상 야근이 잦다. 하지만 급여로 상쇄 가능한듯
5,4,3,5,5,4,"수평문화로 서로의 영어이름을 부르며 대화하기, 사내 저렴한 카페 이용가능, 회의실 예약시스템, 사내 인트라넷이 매우 잘되어있음, 사내 프렌즈샵 이용가능, 여러가지 복지문화",문서작업이 많습니다 그리고 일이 많을땐 한꺼번에 많습니다. 아이티 회사이다보니 수직적 문화속 회사생활을 경험하신 분들이면 적응이 어려우실 수 있습니다.
1,1,1,1,1,1,네임 벨류 외엔 없습니다. 그나마도 이름 외엔 이력서에 쓸만한 일이 없습니다. 뭔가 배우고자 왔다면 절대 오시면 안됩니다..,"휴지처럼 쓰고 버릴 어시스턴트라면 추후의 커리어를 위해 제대로 가르쳐주기라도 해야하는데 정규직 수준의 업무 능력을 바라나, 대우는 딱 알바 수준.. 차라리 중소기업 인사팀에서 더 배울게 많습니다.. 그냥 오지마세요.. 진짜 쫓아다니면서 말리고 싶습니다.."
1,1,3,3,4,2,"자유 복장, 출퇴근에 눈치 안 줌. 카카오를 거쳐가면 취업에 유리함.","인사 부서 절반이 계약직(어시스턴트), 정규직을 뽑지 않고 어시스턴트를 계속 뽑아서 배터리 처럼 사용하면서 업무를 굴림. 브랜드 이미지만 믿고 취준생들한테 갑질하는 회사."
4,3,2,5,4,1,"팀마다 차이는 있지만, 대부분 수평적인 문화를 갖고 있음. 연차 눈치 안보고 쓸 수 있음. 3년마다 1개월짜리 안식휴가(유급+휴가비200만원), 육아를 하기 좋은 조건(자녀돌봄휴가 있음)","인사평가가 변별력이 없으며, 연봉인상폭이 적기 때문에 초년생들에게 부적합함. 사내 정치 심한 편이며, 상위 의사결정과정이 불투명하며 비합리적임."
4,4,4,4,4,4,자기계발비 지원하고 자유로운 근무환경 사용시설들 부족함이 없음. 대기업 답게 체계적인 시스템이 갖추어져 있어서 일을 배우기에도 좋음.,주 52시간으로 축소되긴하였지만 그 시간내에 일처리 못하면 남아서 해야되는 불편한 사실.
1,1,1,1,1,1,"개발은 최고, 시대를 앞서가는 기업, 여러 콘텐츠 개발이 우수하고 자유로운 회사분위기에서 의견을 자유롭게 제시, 승진의 기회가 많음",딱히 없음. 밥도맛있게 모든게 만족스러움. 다만 젊은 문화로 인한 어수선한 기업내부 분위기가 있음. 감수할 정도가 충분함
4,2,3,5,4,3,"수평적인 커뮤니케이션, 눈치안보고 휴가 사용 가능, 카카오프렌즈샵 할인, 수면실 등","시스템화되어있지 않아 수작업으로 진행되는 사항이 발생해 쓸데없는 야근을 하기도 함. 수평적인 문화라고는 하나, 윗사람눈치는 엄청 봄"
4,4,4,5,5,4,"회사 업무툴인 아지트.
모든 부서의 근무현황을 볼 수 있어서 좋다.",공개적이지만 중요한 것은 공개적이지 않고 사람이 많아 카더라가 많아서 어수선함
5,4,4,4,4,4,"휴가를 자유롭게 쓸 수 있으며 수평적인 문화, 친절한 팀원","신입이 도전하기엔 허들이 높은 회사, 체계가 많이 잡히지 않음, 사내 식당이 없음"
4,3,3,5,5,3,"휴가제도가 좋음(3년 만근 시 1달 휴가, 반반차, 시스템으로 등록 등). 딱딱하지 않고 편한 분위기. 소통의 자유로움. 한달에 최대 두번 마사지 받을 수 있음.",프로세스가 없음. 사내 히스토리를 아는 사람이 많이 없음. 조직개편이 잦은 편. 신입이 일을 배우기엔 여러모로 어려움.
4,4,4,5,5,4,"수평적인 문화, 야근 강요 없는 분위기, 저녁 회식 별로 없음, 저녁이 있는 삶 가능, 결혼하고도 다니기 좋음","단점은 연봉이 아쉬움, 싱글들이 누릴 만한 복지는 아직 부족한 상태, 셔틀의 다양한 노선 확대가 되었으면 더 출퇴근이 편할 것 같음"
3,2,3,5,4,2,"널널함. 일이 별로 없음........
정말 별로없음 편차가 심함
있는사람은 있고 없는사람은 없음","인센이 없음, 성과급 보너스 전무...
일을 많이해도 적게해도 나오는 돈이 없으므로 그냥 그럭저럭 다님"
4,3,2,4,4,3,"휴가 승인 절차가 없어서 팀내 공유만 잘되면 눈치 안보고 쓸 수 있음, 수평문화를 위해 노력하는 조직원들이 많음","연봉과 성과급이 동종업계에서 낮은 편.., 복지 및 보상제도 개선 시도를 하는 것같으나 직원들과 사측의 의견차가 큼"
3,1,3,5,3,2,"다른 IT 대기업들과 비교했을 때 자유로운 분위기, 편하게 다니기 좋은 회사",이미지와 달리 직원복지는 뛰어나지 않고 성과에 대한 평가가 불분명
5,3,2,5,5,2,"연차를 마음껏 쓸 수 있음.
점심시간이 상대적으로 자유로움.
돈을 쓰는 직종이라 그럴 수 있지만 실적에 대한 압박이 적음","페이가 타사대비 많지 않음.
인센티브가 적음.
주먹구구식인 결정이 많은 것 같음."
3,1,3,4,5,3,"복지시설이 좋고, 근태가 자유로움. 직급으로 상대방을 부르지 않고 닉네임으로 불러 직책을 떠나 서로 의견을 제시하는 것이 어렵지 않음. 일할 때 사용하는 장비도 좋음.",정규직 전환이 어려움. 소비자의 니즈를 캐치하는 안목이 더욱 필요할 것 같음.
4,2,3,5,5,3,내가 하는 모든거에 거의 눈치를 안봐도 됨. 강의해주는 이벤트가 많아 내 업무 이외의 것들을 배울 수 있다. 수면실이 따로 있어 근무시간에 자고 와서 일해도 됨. 워라밸이 정말 잘되있는 회사. 수평조직 문화로 편하게 회의를 하고 의견을 낼 수 있음. 물론 받아드리는건 각자의 몫,너무 자유로운 분위기로 인해 일을 안하고 맨날 돌아다니는 사람이 있음. 다른 장소에서 일을 해도 상관없지만 결과물이 그 증거임. 같이 업무한 크루들 끼리 평가를 하는데 평가시즌이 오면 윗사람이 아랫사람들을 소집해 서로 말맞춰 평가를함
4,3,4,4,4,3,복지가 좋고 m&a와 지속적인 r&d로 성장 하는 기업입니다.,단점은 딱히 없고 사람들과 원활하게 커뮤니케이션이 되면 최고의 회사
4,3,3,5,4,4,직원들을 위한 소소한 복지가 좋고 it기업이라서 그런지 직원들 대우가 좋음,체계가 잘 잡히지 않고 말들이 많음 중심점이 없는거 같음
5,5,5,4,5,5,사실상 간식비 무제한(정상적인 범주를 벗어나지 않는 경우). 개발 관련 부서가 아님에도 스크럼 등을 도입하여 업무를 유기적으로 수행할 수 있음.,본인 부서의 팀장님과 다른 부서의 몇몇 분들은 야근이 이미 일상화되어 있음. 부서가 필요로 하는 인원이 있음에도 인원을 늘리는 것을 최소화하고 해당 공석을 어시스턴트 등으로 대체하려함.
4,2,4,5,5,2,"휴가를 비롯한 복지, 사내 문화 등 워라벨을 중시하는 사람들에게는 참 좋은 회사.
직원들이 보통 젊은편이고 흔히 말하는 답없는 꼰대가 적은편","회사가 너무 젊음, 카리스마 있는 리더가 부재. 자주 의사결정이 바뀌어서 얼레벌레 시간 낭비가 많음."
3,3,2,4,3,2,"3년 근무하면 안식휴가라는 아주 좋은 제도가 있음, 최근에는 육아 휴가도 생겨서 자유롭게 쓸수 있다는 점에서 휴가면에서는 매우 좋은듯",주변에 밥값이 너무 비쌈. 셔틀을 운영하나 자신의 돈으로 타야됨. 정체되어 있는사람들이 많음. 일하는 사람들만 일함
5,5,4,5,5,4,"개발자에 필요한 복지는 모두 존재.
정규 연차 외에 자녀돌봄유급휴가 10일
팀 분위기도 좋고, 기업이 추구할 수 있는 레알 수평적 관계.
본인이 노력하는 만큼 클 수 있음.
카카오 네임벨류.
2017년 재계순위 39위.","현금성 복지, 인센티브가 매우 빈약.
케바케지만, 같은 경력 대비 연봉차이가 좀 있는 편임.

멜론인수 후 이렇다할 성장동력 상실
이제 확실한 성장동력을 찾고, 돈을 좀 벌어야 할 시기."
4,5,4,5,5,4,정말 자유롭고 개발자가 자기 목소리를 낼 수 있는 회사임. 같이 일하기 좋은 사람들이 비교적 많은 회사.,인원 대비 공간이 너무 부족함. 회의실 잡기도 어려움. 사소한 복지(식사나 간식 등)이 부족하거나 없음..
4,5,3,5,5,3,"연차를 윗사람 눈치보지 않고 사용할 수 있음.
사람들이 대체로 좋은 편이다.","사옥이 없어서 불편하고, 근처 물가가 비싸서 식비가 부담스럽다.
연봉이 많지 않다."
5,4,5,5,4,4,제주도에서 산뜻한 공기를 마시며 출퇴근. 큰 회사이기 때문에 개발자가 다니면서 배울 것이 많다.,"딥러닝 관련 인력을 타 경쟁회사에 뺏기고 있다. 뺏기는 이유야 물론 타 업체에서 더 좋은조건을 제시하는 것이겠지만, 정말 연구를 진행하고 싶다면 그만큼 투자하는게.."
4,2,2,5,5,1,"휴가확인받을 필요없이 자유롭게 쓸수있고 워라밸이 좋음!!
복지는 타회사 부럽지 않음","팀간 협력이 전혀 안되어 일속도가 안남
비개발자는 연봉도 낮고 인센이 없음"
4,4,3,5,5,3,"기술적인 도전에 대해서 거부감이 없는 사람들이 모여있음. 오픈소스 같은 것 얼마든지 잘 사용함. 비즈니스 레벨 뿐만 아니라 시스템 레벨에서도 함께 고민하며 성장 할 수 있음.
워라밸 최상. 휴가 터치 안함",의사결정이 생각보다 느리고. 하자고 말만나오고 어영부영 되는 프로젝트가 굉장히 많다. 애자일스럽지 않다.
3,2,3,4,4,2,"자유로운 분위기.
함정도 있지만 대체로 잘하는 사람이 주변에 많음.
주변 사람들에게 회사 말하기 좋음.","업무 평가 기준이 모호함.
팀마다 분위기가 천차만별.
개인의 성장 가능성은 하기 나름이나 회사의 성장 가능성은 글쎄.."
4,2,3,5,4,3,"분위기가 자유롭고, 비교적 수평문화를 가지고 있습니다.","수평문화라고 하지만 중요한 의사결정은 거의 다 탑 다운 형태이고, 조직이 너무 자주 변합니다."
4,2,5,4,5,3,사람들이 착하고 문화가 탄탄하다는 점. 수평적인 문화를 추구하는 점이 장점,그래도 한국 회사라 외국 회사에 비교하면 갑갑한..사내 정치나 이슈들 불안요소들이 존재하는 것 같고. 인사팀의 역량이 최고는 아닌것같음
4,3,4,4,5,3,직원 복지가 뛰어나다고 생각함. 수평적인 분위기. 어시를 대하는 태도는 부서마다 매우 다른 듯하다.,일 안하는 사람 간혹 있음. 일을 잘 하지않고 빈둥되는 어시를 타 부서 직원이 지목하여 팀장님에게 말한 적이 있음
3,4,4,4,4,4,"연차 눈치 없음, 카페테리아, 인정받는 기업, 소통원활, 판교라서 환경 좋음, 사옥이 좋음","별로 없음, 다만 역이랑 조금 먼것 같긴함, 주변 식당 값이 조금 비쌈"
3,3,2,4,5,2,연차 상관없이 서로를 존중하는 분위기 속에 자신의 업무만 잘하면 다른 부분에 있어서는 딱히 눈치 볼 부분이 전혀 없음,"복지 제도가 다양하지 않으며, 자사 서비스 임에도 딱히 혜택을 받을 수 있는 부분이 많지 않음"
3,3,3,5,3,1,"자유로운 복장, 시차출근으로 유용한 시간조절(부서별 상이), 각자의 영역을 존중하는 태도","각자의 영역을 존중하여 좋지만, 남탓으로 돌리려는 태도와 나만아니면되지라는 태도가 조금 보이는 기업. 많은 인턴을 돌려가며 사용하고 아직 대기업이 되기에 시스템이 모자란 기업"
3,3,4,4,5,3,1) 욕심 나는 서비스들을 시작/진행해볼 수 있는 접점이 많음 2) 상대적으로 오픈 마인드인 사람들이 많음. 연차를 자유롭게 쓸 수 있는 분위기. 아이가 있는 사람들에게 좋은 직장 같음 3) 세간의 관심을 많이 받는 기업이라 주목도가 높아 어떤 서비스를 만들든 기본적인 인지도는 확보하는 편 4) IT쪽에선 오래된 기업이라 norm을 참고할 수 있는 자료가 많음.,1) 가능성은 많으나 확실한 캐시카우를 확보하지 못함 2) 수평적 커뮤니케이션을 지향하여 어떤 일을 진행할 때 모든 유관 부서를 설득하고 납득시키는데 시간이 많이 들 때가 있음. 기본적으로 필요한 과정이지만 리더가 이를 정리하지 못/안해 지지부진하게 시간만 가는 경우를 많이 보았음. 3) 막상 결정은 top-down 으로 갑자기 결정되는 경우가 많음.
3,2,1,1,4,3,말하면 다 아는 대한민국 점유율 90프로 이상의 메신저 회사,"낮은 인센, 낮은 연봉인상율, 조직개편이 수시로 일어나 정신 없음"
